symmetric,input_dim,latent_dim,ratio,hidden_layers,seed,mse_mean,mse_std,mse_p95,mae_mean,mae_std
False,256,8,23.272727272727273,2,4,21.92676,62.89279,56.89331607818598,3.0895476,2.7078192
True,256,8,23.272727272727273,2,5,12.235674,20.905962,43.97423744201646,2.4980276,1.6712645
False,256,8,23.272727272727273,2,5,15.13423,23.289192,51.80245513916014,2.8111703,1.8827423
True,256,8,23.272727272727273,2,6,15.312027,20.180357,51.69622097015373,2.9123595,1.7739681
False,256,8,23.272727272727273,2,6,20.07138,45.864124,61.769950485229444,3.0416002,2.473489
True,256,8,23.272727272727273,2,7,17.450872,55.97233,48.29323463439934,2.8187423,2.344795
False,256,8,23.272727272727273,2,7,26.977861,69.62155,74.71996135711652,3.6070538,2.7970288
True,256,8,23.272727272727273,2,8,15.938537,19.440607,41.85248680114744,2.9924672,1.7457099
False,256,8,23.272727272727273,2,8,14.490735,30.878685,53.03932361602762,2.6941967,1.9213146
True,256,8,23.272727272727273,2,9,14.7093,22.785025,56.13976993560787,2.752328,1.885898
False,256,8,23.272727272727273,2,9,16.106495,38.930233,46.70233650207514,2.7044528,2.2033267
True,256,16,13.473684210526315,2,0,15.830458,30.144733,44.52761383056639,2.9010148,1.9996262
False,256,16,13.473684210526315,2,0,21.287958,58.576965,48.913069152832016,3.2563581,2.4019408
True,256,16,13.473684210526315,2,1,14.614314,15.694015,45.74094200134269,2.9557145,1.5286572
False,256,16,13.473684210526315,2,1,19.241594,53.466602,56.39828109741207,3.0058913,2.365629
True,256,16,13.473684210526315,2,2,11.913401,16.447227,44.11888046264646,2.5482423,1.5845277
False,256,16,13.473684210526315,2,2,17.06338,39.264187,53.421853637695285,2.7595603,2.3879821
True,256,16,13.473684210526315,2,3,20.643229,63.40266,56.982996940612686,3.136388,2.5069427
False,256,16,13.473684210526315,2,3,13.060668,20.426458,54.53641986846912,2.6320155,1.717142
True,256,16,13.473684210526315,2,4,14.408456,24.06573,67.94320449829097,2.6934297,1.9118712
