symmetric,input_dim,latent_dim,target_ratio,ratio,hidden_layers,seed,mse_mean,mse_std,mse_p95,mae_mean,mae_std
False,256,128,2,2.0,2,2,8.058024,16.180191,21.077185153961167,1.9377587,1.5042127
True,256,128,2,2.0,2,3,12.913953,24.207062,49.48521919250488,2.4653003,1.863685
False,256,128,2,2.0,2,3,8.478694,14.754943,30.539003753662037,2.021208,1.5270709
True,256,128,2,2.0,2,4,8.821957,21.259422,23.766797542572018,2.0178277,1.5424274
False,256,128,2,2.0,2,4,7.954034,14.617101,25.70903730392455,1.9710449,1.4024967
True,256,128,2,2.0,2,5,14.775114,30.173126,64.30766868591294,2.5549097,2.1408308
False,256,128,2,2.0,2,5,8.298367,14.184242,20.49862155914306,1.9895641,1.4219167
True,256,128,2,2.0,2,6,15.978995,18.527834,47.07944297790524,3.050491,1.732425
False,256,128,2,2.0,2,6,9.163324,15.312994,31.563974761962836,2.1484878,1.4798921
True,256,128,2,2.0,2,7,10.994404,20.09759,35.21404933929442,2.3798022,1.6320881
False,256,128,2,2.0,2,7,9.096951,16.964588,32.204594993591286,2.102206,1.5066284
True,256,128,2,2.0,2,8,10.7660475,19.165033,37.32300634384148,2.3056884,1.6919996
False,256,128,2,2.0,2,8,13.3721285,22.108992,38.460625076293866,2.6337588,1.803857
True,256,128,2,2.0,2,9,14.319755,15.108005,41.293184852600056,2.8954048,1.5528597
False,256,128,2,2.0,2,9,6.486641,10.69992,21.117969989776597,1.7613701,1.2662282
True,256,64,4,4.0,2,0,17.229729,23.299341,42.762154197692865,3.1176205,1.8154932
False,256,64,4,4.0,2,0,9.055245,18.967993,28.104906272888176,2.1208675,1.5211836
True,256,64,4,4.0,2,1,13.810129,24.355452,38.08073081970212,2.7122684,1.8526448
False,256,64,4,4.0,2,1,7.875212,12.693402,18.90448236465454,2.0497553,1.2883052
True,256,64,4,4.0,2,2,14.994254,20.69248,48.96040401458734,2.8185616,1.7894857
False,256,64,4,4.0,2,2,9.30852,16.90335,25.678272247314414,2.1874826,1.5454156
True,256,64,4,4.0,2,3,11.352891,15.629577,46.06349830627439,2.4504757,1.6577923
False,256,64,4,4.0,2,3,7.569862,12.047538,21.221426773071272,1.9853487,1.3214533
True,256,64,4,4.0,2,4,10.51755,14.853953,33.50181980133056,2.3698912,1.5920966
False,256,64,4,4.0,2,4,7.1430497,10.80624,23.311964321136422,1.9175279,1.2772402
True,256,64,4,4.0,2,5,11.394858,18.956594,45.006007766723535,2.3773572,1.805161
False,256,64,4,4.0,2,5,8.22122,14.773269,19.2858359336853,2.0418928,1.3740499
True,256,64,4,4.0,2,6,12.140235,27.49999,36.07383117675776,2.3643265,1.8692777
False,256,64,4,4.0,2,6,10.846477,16.056274,42.23472900390618,2.4168081,1.6020163
True,256,64,4,4.0,2,7,12.259949,26.408686,32.07577352523802,2.3571897,2.0066059
False,256,64,4,4.0,2,7,9.1591625,14.482534,25.26226139068598,2.2226567,1.3777539
True,256,64,4,4.0,2,8,13.519493,42.22637,29.211452770233116,2.4866316,2.0788188
False,256,64,4,4.0,2,8,7.2641253,11.43566,22.690420436859082,1.9702271,1.2620567
True,256,64,4,4.0,2,9,21.491877,22.561834,50.01642417907713,3.5747092,1.923341
False,256,64,4,4.0,2,9,9.012828,15.440003,24.719001960754394,2.1312928,1.4997087
True,256,32,8,8.0,2,0,13.671753,21.079885,52.22242774963377,2.6584766,1.9081813
False,256,32,8,8.0,2,0,10.608921,20.0581,36.82971334457392,2.3228762,1.6851572
True,256,32,8,8.0,2,1,15.32687,31.324911,48.582435989379775,2.78601,2.0689132
False,256,32,8,8.0,2,1,20.439611,34.461,57.35604496002194,3.3524542,2.2490964
True,256,32,8,8.0,2,2,9.991639,15.714376,30.479267120361325,2.2946277,1.5484593
False,256,32,8,8.0,2,2,10.560919,21.344263,43.09202995300292,2.2549515,1.7541285
True,256,32,8,8.0,2,3,11.75033,27.24499,37.20717716217035,2.407127,1.8433666
False,256,32,8,8.0,2,3,8.842171,19.21226,25.487378215789775,2.0746658,1.5845026
True,256,32,8,8.0,2,4,14.067157,27.888025,39.19052581787108,2.5897973,2.0738277
False,256,32,8,8.0,2,4,16.353394,43.096676,47.86006431579586,2.7760565,2.2697299
True,256,32,8,8.0,2,5,18.632715,24.338856,63.96398067474351,3.2459319,1.9757853
False,256,32,8,8.0,2,5,11.4744835,29.35764,34.729257392883284,2.3058522,1.9340348
True,256,32,8,8.0,2,6,16.261608,39.961872,46.613411521911544,2.8665376,2.1763856
False,256,32,8,8.0,2,6,15.28881,34.97313,65.60163345336902,2.5810275,2.2995608
True,256,32,8,8.0,2,7,12.3990965,26.544758,39.5814456939697,2.460978,1.9723482
False,256,32,8,8.0,2,7,11.604175,19.361563,47.97591876983635,2.4333808,1.7540936
True,256,32,8,8.0,2,8,10.551351,18.33466,38.820543479919394,2.3216875,1.6676399
False,256,32,8,8.0,2,8,15.84832,49.258904,50.522762489318715,2.5583427,2.4415236
True,256,32,8,8.0,2,9,12.850217,32.896976,32.06472034454335,2.47103,1.988762
False,256,32,8,8.0,2,9,21.19655,91.58124,43.33597850799536,2.6158004,3.0815914
True,256,16,16,16.0,2,0,15.830458,30.144733,44.52761383056639,2.9010148,1.9996262
False,256,16,16,16.0,2,0,21.287958,58.576965,48.913069152832016,3.2563581,2.4019408
True,256,16,16,16.0,2,1,14.614314,15.694015,45.74094200134269,2.9557145,1.5286572
False,256,16,16,16.0,2,1,19.241594,53.466602,56.39828109741207,3.0058913,2.365629
True,256,16,16,16.0,2,2,11.913401,16.447227,44.11888046264646,2.5482423,1.5845277
