symmetric,input_dim,latent_dim,ratio,hidden_layers,seed,mse_mean,mse_std,mse_p95,mae_mean,mae_std
True,512,64,7.641791044776119,2,3,17.12163,15.048619,48.41212844848633,3.1620216,1.4215195
False,512,64,7.641791044776119,2,3,24.93053,65.55493,46.031578063964844,3.4180732,2.756142
True,512,64,7.641791044776119,2,4,41.41979,58.548054,92.79603576660156,4.773769,3.0171716
False,512,64,7.641791044776119,2,4,26.02708,39.303867,92.02632141113281,3.6563964,2.4929729
True,512,64,7.641791044776119,2,5,19.003468,19.71349,72.25962829589844,3.3315344,1.6541823
False,512,64,7.641791044776119,2,5,21.184464,37.687237,56.50761604309082,3.3092196,2.2301521
True,512,64,7.641791044776119,2,6,27.330667,34.093067,73.37414932250977,3.9465904,2.1172578
False,512,64,7.641791044776119,2,6,27.651003,33.207726,91.89057159423828,3.9300728,2.270773
True,512,64,7.641791044776119,2,7,26.887808,41.3232,71.9032096862793,3.8293676,2.3314393
False,512,64,7.641791044776119,2,7,21.969599,29.548496,73.98019409179688,3.4008923,2.218971
True,512,64,7.641791044776119,2,8,24.56876,36.768536,79.51298141479492,3.577313,2.4598575
False,512,64,7.641791044776119,2,8,23.28785,32.7669,80.88710021972656,3.4723232,2.376319
True,512,64,7.641791044776119,2,9,21.315588,20.974508,65.17393493652344,3.5676045,1.8275031
False,512,64,7.641791044776119,2,9,49.134563,228.9004,51.320363998413086,3.823909,4.8614206
True,1024,4,146.28571428571428,2,0,165.85434,223.59682,545.1338562011716,9.1463,6.2542334
False,1024,4,146.28571428571428,2,0,807.8777,2389.4324,1887.0722900390583,16.473618,18.41392
True,1024,4,146.28571428571428,2,1,196.8362,544.08765,379.6914978027341,8.4379635,8.854236
False,1024,4,146.28571428571428,2,1,541.7683,1409.7443,3566.4524414062416,12.555851,15.733618
True,1024,4,146.28571428571428,2,2,109.40733,325.02927,162.48634643554678,6.3870726,6.530497
False,1024,4,146.28571428571428,2,2,133.10522,274.8631,389.3263000488272,7.8785286,6.1140976
True,1024,4,146.28571428571428,2,3,283.20267,1210.0223,157.35457458496063,7.3270206,12.831915
False,1024,4,146.28571428571428,2,3,360.0247,1066.8142,816.5259399414062,10.983279,12.222623
True,1024,4,146.28571428571428,2,4,528.7062,733.38336,1432.270019531248,17.160406,9.740974
False,1024,4,146.28571428571428,2,4,443.5458,933.8904,2857.211767578119,13.109378,12.7302475
True,1024,4,146.28571428571428,2,5,179.58714,203.47113,478.0881103515622,10.266453,5.5741277
False,1024,4,146.28571428571428,2,5,1267.4694,4177.542,1810.4940429687476,19.261786,24.29758
True,1024,4,146.28571428571428,2,6,202.11441,598.6647,479.7654724121089,8.224161,9.233497
False,1024,4,146.28571428571428,2,6,717.2368,1054.8662,3308.8044433593723,17.544262,15.095956
True,1024,4,146.28571428571428,2,7,112.45264,175.84952,521.9771606445304,7.3762145,5.3737473
False,1024,4,146.28571428571428,2,7,540.2392,1481.4982,2640.701611328117,13.13014,15.4974
True,1024,4,146.28571428571428,2,8,366.8094,1228.1046,434.46075439453114,10.1030035,12.734132
False,1024,4,146.28571428571428,2,8,345.04214,1178.4956,516.4543945312499,9.962391,12.788392
True,1024,4,146.28571428571428,2,9,317.82336,484.9987,865.2048461914055,12.440936,8.636632
False,1024,4,146.28571428571428,2,9,554.92847,1259.006,2370.146679687495,14.510728,14.521501
True,1024,8,93.0909090909091,2,0,183.53197,299.41415,635.263586425781,9.401292,7.235147
False,1024,8,93.0909090909091,2,0,510.2973,1906.2163,872.0733642578114,11.0353365,16.366959
True,1024,8,93.0909090909091,2,1,234.62762,586.9521,602.7689331054686,9.3304615,9.575106
False,1024,8,93.0909090909091,2,1,726.76685,2516.855,2718.7475585937427,12.650408,19.764292
True,1024,8,93.0909090909091,2,2,359.3172,643.07574,1859.9867675781213,12.351921,10.765319
False,1024,8,93.0909090909091,2,2,2738.8252,12388.924,1233.762866210937,18.041662,41.7989
True,1024,8,93.0909090909091,2,3,109.25102,208.96812,364.04458007812457,7.2498827,5.701317
False,1024,8,93.0909090909091,2,3,698.1331,2459.697,1060.8189208984365,13.458108,18.625761
True,1024,8,93.0909090909091,2,4,272.48816,724.07104,720.9551879882804,9.772033,10.637581
False,1024,8,93.0909090909091,2,4,443.21188,1744.2697,645.1208068847644,9.671711,15.684726
True,1024,8,93.0909090909091,2,5,563.63947,2014.2866,639.3808593749998,12.349256,16.572685
False,1024,8,93.0909090909091,2,5,765.22186,2486.6555,2355.9020507812443,14.663584,19.121262
True,1024,8,93.0909090909091,2,6,684.7875,1678.8696,1115.8111083984375,17.144514,15.032209
False,1024,8,93.0909090909091,2,6,510.7913,1734.4009,644.5348266601561,11.662603,15.901552
True,1024,8,93.0909090909091,2,7,106.55327,189.65854,347.235882568359,7.1252527,5.1874886
False,1024,8,93.0909090909091,2,7,529.5765,1721.1091,2111.9744628906187,11.493247,16.38544
True,1024,8,93.0909090909091,2,8,640.24835,1533.3297,2408.879296874998,14.642883,16.470572
False,1024,8,93.0909090909091,2,8,527.359,1579.858,2669.5520019531186,11.388872,16.342176
True,1024,8,93.0909090909091,2,9,418.7469,1586.2817,353.04845581054684,10.026179,14.752284
False,1024,8,93.0909090909091,2,9,906.9343,1237.9977,2725.760742187497,21.774536,14.297012
True,1024,16,53.89473684210526,2,0,206.45284,355.99042,684.6667846679677,10.146711,7.1076913
False,1024,16,53.89473684210526,2,0,312.70276,901.85547,1395.5225585937465,9.857803,11.875054
True,1024,16,53.89473684210526,2,1,66.103485,104.062744,216.9898345947264,5.6602297,4.0892563
False,1024,16,53.89473684210526,2,1,383.91632,774.3319,1378.6046874999988,12.206852,11.829924
True,1024,16,53.89473684210526,2,2,131.43622,195.56604,634.7811401367175,8.198834,5.944739
False,1024,16,53.89473684210526,2,2,552.276,1859.3501,1299.2189941406218,12.449893,16.26626
True,1024,16,53.89473684210526,2,3,68.67079,89.77721,275.09797363281245,5.939903,3.9370735
False,1024,16,53.89473684210526,2,3,561.76306,1980.8878,1969.8707031249942,10.951565,17.506193
True,1024,16,53.89473684210526,2,4,494.01633,992.82227,715.568798828125,15.777781,10.880942
False,1024,16,53.89473684210526,2,4,664.2628,2592.9385,1356.6477294921835,11.660201,19.1828
True,1024,16,53.89473684210526,2,5,267.24188,1041.533,363.59647216796793,7.738261,11.916424
False,1024,16,53.89473684210526,2,5,786.20844,3017.031,1006.7729492187481,13.157987,20.448898
True,1024,16,53.89473684210526,2,6,217.88472,492.93307,944.7192626953101,9.20839,8.82029
False,1024,16,53.89473684210526,2,6,255.90527,529.4829,1378.056738281247,9.665907,10.034201
True,1024,16,53.89473684210526,2,7,701.3809,1288.2489,1127.2594482421873,19.116545,12.703453
False,1024,16,53.89473684210526,2,7,435.2279,1483.172,718.7939331054688,11.07224,14.445251
True,1024,16,53.89473684210526,2,8,250.6629,556.94434,895.9711914062483,10.330623,9.20452
False,1024,16,53.89473684210526,2,8,216.83699,700.1053,442.20737304687424,7.976886,10.031144
True,1024,16,53.89473684210526,2,9,138.43756,215.0908,416.65857543945305,8.255469,5.913178
False,1024,16,53.89473684210526,2,9,527.0458,1721.4552,1360.1603637695289,11.935799,15.981758
True,1024,32,29.257142857142856,2,0,140.83246,314.7082,997.8010986328097,7.4122486,7.2201
False,1024,32,29.257142857142856,2,0,137.2736,507.68643,152.88333129882812,6.02167,8.411225
True,1024,32,29.257142857142856,2,1,161.14644,349.8507,887.3678710937481,7.7829237,7.7323575
False,1024,32,29.257142857142856,2,1,154.91391,269.6825,883.2465209960924,8.181187,6.9381146
True,1024,32,29.257142857142856,2,2,261.60443,701.4777,962.863061523437,9.161795,10.729562
False,1024,32,29.257142857142856,2,2,446.4098,1536.6858,1411.1180908203091,10.246089,15.310381
True,1024,32,29.257142857142856,2,3,332.7956,1197.329,349.087362670898,9.7457695,12.646506
False,1024,32,29.257142857142856,2,3,727.4204,2881.5378,1086.8733398437475,12.025866,20.201595
True,1024,32,29.257142857142856,2,4,66.19155,110.538956,264.5644165039059,5.654707,4.0875707
False,1024,32,29.257142857142856,2,4,352.7027,1379.5801,331.01824340820264,9.089212,13.610865
True,1024,32,29.257142857142856,2,5,304.1342,1074.8439,324.54755249023424,9.380338,11.954495
False,1024,32,29.257142857142856,2,5,475.89105,1567.2197,1348.4598022460914,11.449659,15.1361685
True,1024,32,29.257142857142856,2,6,76.31008,73.43065,206.91318664550772,6.517702,3.6519659
False,1024,32,29.257142857142856,2,6,412.7097,1507.9839,560.9701416015621,10.4544735,14.27024
True,1024,32,29.257142857142856,2,7,365.87875,717.2743,667.1181884765624,13.344177,9.98058
False,1024,32,29.257142857142856,2,7,249.75133,517.2406,1677.91437988281,9.56846,9.79647
True,1024,32,29.257142857142856,2,8,88.19602,196.70409,421.0244079589833,5.9998884,5.472018
False,1024,32,29.257142857142856,2,8,539.2705,1999.5531,994.6025634765601,11.047909,16.893469
True,1024,32,29.257142857142856,2,9,416.19125,838.7908,732.3632690429682,14.349995,10.480138
False,1024,32,29.257142857142856,2,9,353.60767,1193.2683,1453.9726562499955,8.993797,13.724535
True,1024,64,15.283582089552239,2,0,92.71759,245.14908,230.17769165039016,6.022289,5.7609797
False,1024,64,15.283582089552239,2,0,229.66092,763.76385,746.1254760742166,7.8600173,10.580646
True,1024,64,15.283582089552239,2,1,325.40878,524.6822,1304.0246582031227,12.508584,9.248209
False,1024,64,15.283582089552239,2,1,812.84094,3340.8389,711.5625610351555,12.117557,21.618727
True,1024,64,15.283582089552239,2,2,132.75964,250.09494,699.4302246093731,7.5809507,6.2367926
False,1024,64,15.283582089552239,2,2,336.84528,1070.3147,343.75809326171867,10.770256,11.692301
True,1024,64,15.283582089552239,2,3,366.59595,775.29443,1135.8421386718746,12.169377,11.396916
False,1024,64,15.283582089552239,2,3,43.41251,46.432552,151.93327026367172,4.892765,2.7064188
True,1024,64,15.283582089552239,2,4,59.672295,58.340504,154.93795166015622,5.998302,3.0216532
False,1024,64,15.283582089552239,2,4,132.63663,240.68562,464.47015991210867,7.546703,6.460778
True,1024,64,15.283582089552239,2,5,113.26596,237.71445,658.6783813476544,6.9907537,6.180651
False,1024,64,15.283582089552239,2,5,191.83208,400.3236,820.7670043945301,8.973028,7.8872056
True,1024,64,15.283582089552239,2,6,111.915184,230.098,346.1313598632808,7.227108,5.5924096
False,1024,64,15.283582089552239,2,6,214.49269,489.45554,561.3413940429685,9.543429,8.441882
True,1024,64,15.283582089552239,2,7,64.302826,95.820915,277.3326293945308,5.680873,3.8554883
False,1024,64,15.283582089552239,2,7,335.19034,1150.5917,798.6683959960935,9.111195,13.128281
True,1024,64,15.283582089552239,2,8,115.4856,211.1251,494.1238830566406,7.2366896,5.888196
False,1024,64,15.283582089552239,2,8,196.86139,570.20074,499.1469482421865,8.212127,8.947866
True,1024,64,15.283582089552239,2,9,541.3904,1970.5544,963.2859619140601,11.982301,16.4587
False,1024,64,15.283582089552239,2,9,132.92207,267.80292,806.4097290039051,7.139311,6.965798
